#,autor_docente,autores,producao,ano,tipo_producao,citescore,quartil_citescore,percentile,quartil_percentile,q_p,qualis_estrato,qualis,programas,prog._qtd,Cluster
57393,1,[34140],5656159,2007,25,2.10,1.00,55,0.75,Q3,0.70,A4,[23001011012P3-23001011047P1],2,cluster1
57394,1,[34140],5656160,2005,25,6.12,1.00,97,1.00,Q4,1.00,A1,[23001011012P3-23001011047P1],2,cluster1
57397,1,[34140],5656164,2018,25,4.11,1.00,85,1.00,Q4,1.00,A1,[23001011012P3-23001011047P1],2,cluster1
57403,1,[34140],5656171,2003,25,2.12,1.00,70,0.75,Q3,0.90,A2,[23001011012P3-23001011047P1],2,cluster1
57404,1,[34140],5656172,1996,25,1.91,0.75,78,1.00,Q4,0.80,A3,[23001011012P3-23001011047P1],2,cluster1
57408,1,[34140],5656176,2009,25,2.01,1.00,56,0.75,Q3,0.70,A4,[23001011012P3-23001011047P1],2,cluster1
57409,1,[34140],5656177,2005,25,2.57,1.00,77,1.00,Q4,0.90,A2,[23001011012P3-23001011047P1],2,cluster1
57410,1,[34140],5656178,2002,25,3.88,1.00,89,1.00,Q4,1.00,A1,[23001011012P3-23001011047P1],2,cluster1
57411,1,[34140],5656179,2006,25,3.27,1.00,76,1.00,Q4,0.90,A2,[23001011012P3-23001011047P1],2,cluster1
57412,1,[34140],5656180,2006,25,3.88,1.00,89,1.00,Q4,1.00,A1,[23001011012P3-23001011047P1],2,cluster1
57414,1,[34140],5656182,2003,25,3.80,1.00,87,1.00,Q4,1.00,A1,[23001011012P3-23001011047P1],2,cluster1
57416,1,[34140],5656184,2007,25,3.89,1.00,90,1.00,Q4,1.00,A1,[23001011012P3-23001011047P1],2,cluster1
57417,1,[34140],5656185,2010,25,1.12,0.75,44,0.50,Q2,0.00,C/NI/NP,[23001011012P3-23001011047P1],2,cluster1
57426,1,[80184],5665156,2014,25,4.46,1.00,94,1.00,Q4,0.90,A2,[23001011010P0],1,cluster1
57428,1,[80184],5665173,2013,25,4.46,1.00,94,1.00,Q4,0.90,A2,[23001011010P0],1,cluster1
57576,1,[34263],5677159,2018,25,3.01,1.00,91,1.00,Q4,1.00,A1,[23001011024P1],1,cluster1
57726,1,[34357],5690913,2013,25,1.41,0.75,60,0.75,Q3,0.70,A4,[23001011015P2],1,cluster1
57729,1,[34357],5690916,2015,25,1.36,0.75,67,0.75,Q3,0.90,A2,[23001011015P2],1,cluster1
57735,1,[34357],5690923,2019,25,1.22,0.75,55,0.75,Q3,0.00,C/NI/NP,[23001011015P2],1,cluster1
57736,1,[34357],5690925,2013,25,2.46,1.00,79,1.00,Q4,0.90,A2,[23001011015P2],1,cluster1
57737,1,[34357],5690928,2018,25,6.10,1.00,98,1.00,Q4,1.00,A1,[23001011015P2],1,cluster1
57743,1,[34357],5690934,2018,25,2.92,1.00,86,1.00,Q4,0.90,A2,[23001011015P2],1,cluster1
57747,1,[34357],5690940,2017,25,1.60,0.75,75,1.00,Q4,0.80,A3,[23001011015P2],1,cluster1
57752,1,[34357],5690952,2014,25,3.39,1.00,89,1.00,Q4,1.00,A1,[23001011015P2],1,cluster1
57756,1,[34357],5690957,2018,25,3.02,1.00,89,1.00,Q4,1.00,A1,[23001011015P2],1,cluster1
57765,1,[34357],5690975,2013,25,2.23,1.00,78,1.00,Q4,0.90,A2,[23001011015P2],1,cluster1
57767,1,[34357],5690979,2007,25,1.22,0.75,55,0.75,Q3,0.00,C/NI/NP,[23001011015P2],1,cluster1
57775,1,[34358],5690993,2018,25,4.18,1.00,91,1.00,Q4,1.00,A1,[23001011012P3],1,cluster1
57779,1,[34358],5691010,2015,25,3.80,1.00,94,1.00,Q4,1.00,A1,[23001011012P3],1,cluster1
57815,1,[34973],5699724,2016,25,1.00,0.75,60,0.75,Q3,0.70,A4,[23001011042P0],1,cluster1
57818,1,[45726],5703261,2016,25,2.23,1.00,61,0.75,Q3,0.80,A3,[23001011035P3],1,cluster1
57819,1,[45726],5703390,2014,25,3.07,1.00,93,1.00,Q4,1.00,A1,[23001011035P3],1,cluster1
57820,1,[45726],5703406,2014,25,3.24,1.00,74,0.75,Q3,0.90,A2,[23001011035P3],1,cluster1
57821,1,[45726],5703643,2017,25,3.24,1.00,74,0.75,Q3,0.90,A2,[23001011035P3],1,cluster1
57823,1,[34445],5704971,1989,25,1.82,0.75,72,0.75,Q3,0.70,A4,[23001011031P8-23001011040P7],2,cluster1
57824,1,[34445],5704972,1995,25,3.65,1.00,83,1.00,Q4,0.90,A2,[23001011031P8-23001011040P7],2,cluster1
57825,3,[34445-66574-86973],5704973,2012,25,1.45,0.75,42,0.50,Q2,0.50,B1,[23001011031P8-23001011040P7-23001011058P3-23001011073P2],4,cluster1
57831,1,[34445],5704985,2003,25,3.65,1.00,83,1.00,Q4,0.90,A2,[23001011031P8-23001011040P7],2,cluster1
57833,1,[34445],5704987,2006,25,2.36,1.00,95,1.00,Q4,0.00,C/NI/NP,[23001011031P8-23001011040P7],2,cluster1
57835,1,[34445],5704989,2009,25,0.97,0.75,73,0.75,Q3,0.00,C/NI/NP,[23001011031P8-23001011040P7],2,cluster1
57838,1,[34445],5704992,1994,25,1.45,0.75,42,0.50,Q2,0.50,B1,[23001011031P8-23001011040P7],2,cluster1
57839,1,[34445],5704993,2006,25,1.99,0.75,53,0.75,Q3,0.00,C/NI/NP,[23001011031P8-23001011040P7],2,cluster1
57842,1,[34445],5705000,2003,25,1.83,0.75,54,0.75,Q3,0.70,A4,[23001011031P8-23001011040P7],2,cluster1
57849,1,[34445],5705009,1988,25,3.65,1.00,83,1.00,Q4,0.90,A2,[23001011031P8-23001011040P7],2,cluster1
57852,1,[34445],5705014,2017,25,3.02,1.00,89,1.00,Q4,1.00,A1,[23001011031P8-23001011040P7],2,cluster1
57856,1,[34445],5705018,2009,25,2.66,1.00,68,0.75,Q3,0.00,C/NI/NP,[23001011031P8-23001011040P7],2,cluster1
57859,1,[34445],5705024,2005,25,1.45,0.75,42,0.50,Q2,0.50,B1,[23001011031P8-23001011040P7],2,cluster1
57860,3,[34445-66574-88146],5705026,2018,25,4.33,1.00,95,1.00,Q4,1.00,A1,[23001011031P8-23001011035P3-23001011040P7-23001011073P2],4,cluster1
57862,1,[34445],5705029,1993,25,2.66,1.00,68,0.75,Q3,0.00,C/NI/NP,[23001011031P8-23001011040P7],2,cluster1
57867,1,[34445],5705035,2015,25,4.33,1.00,95,1.00,Q4,1.00,A1,[23001011031P8-23001011040P7],2,cluster1
57868,1,[34445],5705036,2002,25,2.68,1.00,75,0.75,Q3,1.00,A1,[23001011031P8-23001011040P7],2,cluster1
57873,1,[34445],5705044,2002,25,2.36,1.00,95,1.00,Q4,0.00,C/NI/NP,[23001011031P8-23001011040P7],2,cluster1
57876,1,[34445],5705047,1999,25,2.28,1.00,62,0.75,Q3,0.00,C/NI/NP,[23001011031P8-23001011040P7],2,cluster1
57883,1,[34445],5705057,1993,25,2.66,1.00,68,0.75,Q3,0.00,C/NI/NP,[23001011031P8-23001011040P7],2,cluster1
57886,1,[34445],5705061,1998,25,1.83,0.75,54,0.75,Q3,0.70,A4,[23001011031P8-23001011040P7],2,cluster1
57887,1,[34445],5705062,1996,25,4.34,1.00,92,1.00,Q4,0.00,C/NI/NP,[23001011031P8-23001011040P7],2,cluster1
57890,2,[34445-88146],5705067,2009,25,1.95,0.75,90,1.00,Q4,0.90,A2,[23001011031P8-23001011035P3-23001011040P7-23001011073P2],4,cluster1
57893,1,[34445],5705074,1981,25,2.66,1.00,68,0.75,Q3,0.00,C/NI/NP,[23001011031P8-23001011040P7],2,cluster1
57896,3,[34445-66574-88146],5705083,2013,25,2.41,1.00,79,1.00,Q4,1.00,A1,[23001011031P8-23001011035P3-23001011040P7-23001011073P2],4,cluster1
57897,1,[34445],5705086,2014,25,2.88,1.00,72,0.75,Q3,0.80,A3,[23001011031P8-23001011040P7],2,cluster1
57923,1,[34445],5705132,1993,25,2.28,1.00,62,0.75,Q3,0.00,C/NI/NP,[23001011031P8-23001011040P7],2,cluster1
57926,1,[34445],5705136,1999,25,2.66,1.00,68,0.75,Q3,0.00,C/NI/NP,[23001011031P8-23001011040P7],2,cluster1
57931,1,[34445],5705143,2017,25,1.45,0.75,42,0.50,Q2,0.50,B1,[23001011031P8-23001011040P7],2,cluster1
57935,3,[34445-66574-86973],5705155,2016,25,1.45,0.75,42,0.50,Q2,0.50,B1,[23001011031P8-23001011040P7-23001011058P3-23001011073P2],4,cluster1
57938,1,[34445],5705160,2009,25,3.44,1.00,87,1.00,Q4,1.00,A1,[23001011031P8-23001011040P7],2,cluster1
57939,1,[34445],5705161,2009,25,3.65,1.00,83,1.00,Q4,0.90,A2,[23001011031P8-23001011040P7],2,cluster1
57941,1,[34445],5705163,2006,25,1.45,0.75,42,0.50,Q2,0.50,B1,[23001011031P8-23001011040P7],2,cluster1
57943,1,[34445],5705165,1994,25,3.03,1.00,79,1.00,Q4,0.90,A2,[23001011031P8-23001011040P7],2,cluster1
57944,1,[34445],5705166,2006,25,3.65,1.00,83,1.00,Q4,0.90,A2,[23001011031P8-23001011040P7],2,cluster1
57947,1,[34445],5705170,1996,25,2.68,1.00,75,1.00,Q4,0.80,A3,[23001011031P8-23001011040P7],2,cluster1
57956,1,[59868],5708528,2009,25,4.54,1.00,83,1.00,Q4,0.00,C/NI/NP,[23001011010P0],1,cluster1
57959,1,[59868],5708754,2017,25,5.10,1.00,88,1.00,Q4,0.90,A2,[23001011010P0],1,cluster1
57960,2,[45115-81209],5708832,2016,25,4.88,1.00,86,1.00,Q4,0.90,A2,[23001011010P0],1,cluster1
57972,1,[46956],5712860,2008,25,24.52,1.00,99,1.00,Q4,1.00,A1,[23001011003P4-23001011054P8],2,cluster1
57973,1,[71729],5712957,2005,25,2.21,1.00,48,0.50,Q2,0.70,A4,[23001011003P4-23001011035P3],2,cluster1
57976,1,[70662],5723991,2017,25,2.18,1.00,72,0.75,Q3,0.80,A3,[23001011031P8-23001011040P7],2,cluster1
57977,1,[70662],5723999,2016,25,4.04,1.00,90,1.00,Q4,1.00,A1,[23001011031P8-23001011040P7],2,cluster1
57979,2,[46564-70662],5724006,2016,25,2.60,1.00,57,0.75,Q3,0.70,A4,[22003010017P5-23001011031P8-23001011040P7-23001011075P5],4,cluster1
57980,2,[46564-70662],5724010,2013,25,2.56,1.00,79,1.00,Q4,0.90,A2,[22003010017P5-23001011031P8-23001011040P7-23001011075P5],4,cluster1
57981,5,[35379-55281-70662-86107-90735],5724011,2015,25,4.04,1.00,90,1.00,Q4,1.00,A1,[23001011031P8-23001011040P7-23001011047P1-23001011075P5-23001011175P0],5,cluster1
57982,1,[70662],5724017,2012,25,1.56,0.75,51,0.50,Q2,0.50,B1,[23001011031P8-23001011040P7],2,cluster1
57983,4,[35379-46564-70662-79595],5724030,2018,25,2.29,1.00,74,0.75,Q3,0.00,C/NI/NP,[22003010017P5-23001011031P8-23001011040P7-23001011047P1-23001011075P5],5,cluster1
57984,1,[70662],5724051,2015,25,3.02,1.00,72,0.75,Q3,0.80,A3,[23001011031P8-23001011040P7],2,cluster1
57985,2,[46564-70662],5724059,2013,25,2.79,1.00,75,1.00,Q4,0.90,A2,[22003010017P5-23001011031P8-23001011040P7-23001011075P5],4,cluster1
57986,1,[70662],5724064,2007,25,2.79,1.00,75,1.00,Q4,0.90,A2,[23001011031P8-23001011040P7],2,cluster1
57987,2,[46564-70662],5724071,2018,25,1.35,0.75,83,1.00,Q4,0.80,A3,[22003010017P5-23001011031P8-23001011040P7-23001011075P5],4,cluster1
57988,2,[35379-46564],5724093,2012,25,2.28,1.00,88,1.00,Q4,0.90,A2,[22003010017P5-23001011031P8-23001011040P7-23001011047P1-23001011075P5],5,cluster1
57989,2,[46564-70662],5724101,2012,25,2.79,1.00,75,1.00,Q4,0.90,A2,[22003010017P5-23001011031P8-23001011040P7-23001011075P5],4,cluster1
57990,1,[70662],5724107,2013,25,2.66,1.00,68,0.75,Q3,0.00,C/NI/NP,[23001011031P8-23001011040P7],2,cluster1
57991,1,[35379],5724134,2017,25,2.19,1.00,66,0.75,Q3,1.00,A1,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
57992,3,[35379-46564-70662],5724135,2019,25,4.29,1.00,93,1.00,Q4,0.90,A2,[22003010017P5-23001011031P8-23001011040P7-23001011047P1-23001011075P5],5,cluster1
57993,1,[70662],5724137,2014,25,1.35,0.75,35,0.50,Q2,0.70,A4,[23001011031P8-23001011040P7],2,cluster1
57994,3,[35379-55281-70662],5724149,2018,25,1.43,0.75,35,0.50,Q2,0.35,B2,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
57996,1,[70662],5724183,2008,25,2.79,1.00,75,1.00,Q4,0.90,A2,[23001011031P8-23001011040P7],2,cluster1
58144,1,[34654],5740700,2011,25,3.67,1.00,89,1.00,Q4,1.00,A1,[22003010017P5],1,cluster1
58158,2,[34654-54487],5740726,2019,25,4.93,1.00,93,1.00,Q4,1.00,A1,[22003010017P5-23001011012P3-31001017169P2],3,cluster1
58161,1,[34654],5740731,2010,25,3.76,1.00,78,0.75,Q3,0.00,C/NI/NP,[22003010017P5],1,cluster1
58163,2,[34654-54487],5740737,2019,25,1.37,0.75,55,0.75,Q3,0.80,A3,[22003010017P5-23001011012P3-31001017169P2],3,cluster1
58185,1,[34654],5740775,2016,25,0.84,0.50,69,0.75,Q3,0.50,B1,[22003010017P5],1,cluster1
58203,3,[57041-80604-88627],5742297,2012,25,3.15,1.00,80,1.00,Q4,0.90,A2,[23001011005P7-23001011012P3-23001011031P8-23001011033P0-23001011040P7],5,cluster1
58204,1,[80604],5742301,2012,25,3.15,1.00,80,1.00,Q4,0.90,A2,[23001011012P3-23001011031P8],2,cluster1
58207,1,[70851],5746223,2010,25,1.34,0.75,83,1.00,Q4,0.90,A2,[23001011005P7-23001011033P0],2,cluster1
58212,1,[70851],5746463,2017,25,1.03,0.75,41,0.50,Q2,0.50,B1,[23001011005P7-23001011033P0],2,cluster1
58226,2,[34676-58261],5747086,2007,25,1.21,0.75,54,0.75,Q3,0.50,B1,[23001011018P1-23001011041P3],2,cluster1
58229,3,[34676-58261-88997],5747089,2010,25,3.33,1.00,87,1.00,Q4,1.00,A1,[23001011018P1-23001011041P3-23001011056P0],3,cluster1
58237,1,[34676],5747097,2006,25,3.23,1.00,86,1.00,Q4,0.90,A2,[23001011041P3],1,cluster1
58244,1,[34676],5747104,2018,25,4.16,1.00,90,1.00,Q4,1.00,A1,[23001011041P3],1,cluster1
58248,2,[34676-58261],5747108,2013,25,4.23,1.00,93,1.00,Q4,1.00,A1,[23001011018P1-23001011041P3],2,cluster1
58256,2,[34676-58261],5747116,2016,25,3.23,1.00,86,1.00,Q4,0.90,A2,[23001011018P1-23001011041P3],2,cluster1
58270,1,[76784],5750183,2014,25,1.65,0.75,66,0.75,Q3,0.80,A3,[23001011040P7-23001011047P1],2,cluster1
58319,1,[34799],5769157,2014,25,1.64,0.75,60,0.75,Q3,0.70,A4,[23001011026P4],1,cluster1
58320,1,[34799],5769158,2018,25,1.40,0.75,55,0.75,Q3,0.90,A2,[23001011026P4],1,cluster1
58322,1,[34799],5769160,2015,25,3.62,1.00,89,1.00,Q4,1.00,A1,[23001011026P4],1,cluster1
58327,1,[34799],5769167,2019,25,1.64,0.75,60,0.75,Q3,0.70,A4,[23001011026P4],1,cluster1
58328,1,[34799],5769168,2018,25,1.43,0.75,56,0.75,Q3,0.50,B1,[23001011026P4],1,cluster1
58329,1,[34799],5769170,2017,25,1.95,0.75,79,1.00,Q4,0.90,A2,[23001011026P4],1,cluster1
58330,1,[34799],5769171,2016,25,0.53,0.50,38,0.50,Q2,0.50,B1,[23001011026P4],1,cluster1
58332,1,[34799],5769173,2016,25,3.62,1.00,89,1.00,Q4,1.00,A1,[23001011026P4],1,cluster1
58333,1,[34799],5769174,2017,25,2.27,1.00,80,1.00,Q4,0.90,A2,[23001011026P4],1,cluster1
58335,1,[34799],5769176,2014,25,1.70,0.75,64,0.75,Q3,0.80,A3,[23001011026P4],1,cluster1
58336,1,[34799],5769177,2016,25,4.12,1.00,91,1.00,Q4,0.80,A3,[23001011026P4],1,cluster1
58337,1,[34799],5769178,2012,25,2.99,1.00,84,1.00,Q4,0.90,A2,[23001011026P4],1,cluster1
58338,1,[34799],5769179,2017,25,4.12,1.00,91,1.00,Q4,0.80,A3,[23001011026P4],1,cluster1
58339,1,[34799],5769180,2017,25,4.62,1.00,94,1.00,Q4,1.00,A1,[23001011026P4],1,cluster1
58340,1,[34799],5769182,2015,25,4.12,1.00,91,1.00,Q4,0.80,A3,[23001011026P4],1,cluster1
58342,1,[34799],5769185,2019,25,4.79,1.00,92,1.00,Q4,1.00,A1,[23001011026P4],1,cluster1
58343,1,[34799],5769186,2017,25,4.12,1.00,91,1.00,Q4,0.80,A3,[23001011026P4],1,cluster1
58346,1,[34799],5769189,2011,25,1.40,0.75,55,0.75,Q3,0.90,A2,[23001011026P4],1,cluster1
58350,1,[34799],5769194,2018,25,2.85,1.00,79,1.00,Q4,1.00,A1,[23001011026P4],1,cluster1
58351,1,[34799],5769195,2016,25,2.16,1.00,70,0.75,Q3,0.80,A3,[23001011026P4],1,cluster1
58355,1,[34799],5769200,2017,25,1.64,0.75,60,0.75,Q3,0.70,A4,[23001011026P4],1,cluster1
58415,2,[34832-91556],5774458,2015,25,0.82,0.50,46,0.50,Q2,1.00,A1,[23001011025P8],1,cluster1
58425,2,[34832-91556],5774475,2015,25,0.48,0.50,34,0.50,Q2,0.90,A2,[23001011025P8],1,cluster1
58521,1,[34849],5777879,2011,25,2.40,1.00,74,0.75,Q3,0.90,A2,[23001011012P3-23001011041P3],2,cluster1
58556,1,[34849],5777917,2000,25,2.57,1.00,77,1.00,Q4,0.90,A2,[23001011012P3-23001011041P3],2,cluster1
58558,1,[34849],5777919,2004,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011041P3],2,cluster1
58590,3,[44300-60146-82003],5779620,2015,25,1.05,0.75,60,0.75,Q3,0.00,C/NI/NP,[23001011003P4-23001011015P2-23001011035P3],3,cluster1
58591,2,[44300-60146],5779692,2015,25,1.05,0.75,60,0.75,Q3,0.70,A4,[23001011015P2-23001011035P3],2,cluster1
58598,1,[51449],5781382,2010,25,2.83,1.00,82,1.00,Q4,0.90,A2,[23001011009P2-23001011074P9],2,cluster1
58600,1,[51449],5781411,2013,25,1.65,0.75,52,0.50,Q2,0.50,B1,[23001011009P2-23001011074P9],2,cluster1
58603,1,[51449],5781452,2010,25,4.69,1.00,98,1.00,Q4,1.00,A1,[23001011009P2-23001011074P9],2,cluster1
58604,1,[51449],5781454,2010,25,1.93,0.75,69,0.75,Q3,0.80,A3,[23001011009P2-23001011074P9],2,cluster1
58612,1,[51449],5781646,2008,25,4.69,1.00,98,1.00,Q4,1.00,A1,[23001011009P2-23001011074P9],2,cluster1
58617,1,[54957],5787359,2005,25,2.82,1.00,91,1.00,Q4,0.80,A3,[23001011010P0],1,cluster1
58619,1,[51043],5797869,2012,25,1.01,0.75,33,0.50,Q2,0.50,B1,[22003010017P5-23001011043P6-23001011079P0],3,cluster1
58621,1,[34973],5800542,1998,25,0.80,0.50,64,0.75,Q3,0.50,B1,[23001011042P0],1,cluster1
58622,2,[34973-56769],5800544,2013,25,0.74,0.50,34,0.50,Q2,0.50,B1,[23001011042P0-31075010001P2],2,cluster1
58629,2,[57290-78105],5805142,2017,25,4.29,1.00,93,1.00,Q4,0.90,A2,[23001011003P4-23001011054P8-23001011170P8],3,cluster1
58639,1,[35008],5807515,2006,25,0.12,0.25,37,0.50,Q2,1.00,A1,[23001011030P1],1,cluster1
58645,1,[35008],5807524,2001,25,0.77,0.50,80,1.00,Q4,0.00,C/NI/NP,[23001011030P1],1,cluster1
58660,1,[35008],5807543,2011,25,0.77,0.50,80,1.00,Q4,0.00,C/NI/NP,[23001011030P1],1,cluster1
58662,1,[35008],5807547,2006,25,0.77,0.50,80,1.00,Q4,0.00,C/NI/NP,[23001011030P1],1,cluster1
58663,1,[35008],5807548,2010,25,0.77,0.50,80,1.00,Q4,0.00,C/NI/NP,[23001011030P1],1,cluster1
58673,1,[35008],5807565,2011,25,0.25,0.25,54,0.75,Q3,0.80,A3,[23001011030P1],1,cluster1
58678,1,[35008],5807574,2000,25,0.32,0.50,62,0.75,Q3,0.80,A3,[23001011030P1],1,cluster1
58681,1,[35008],5807577,2013,25,0.25,0.25,54,0.75,Q3,0.80,A3,[23001011030P1],1,cluster1
58691,1,[58105],5817386,2007,25,1.87,0.75,78,1.00,Q4,0.00,C/NI/NP,[23001011042P0],1,cluster1
58692,1,[58105],5817405,2014,25,1.01,0.75,56,0.75,Q3,0.70,A4,[23001011042P0],1,cluster1
58693,1,[58105],5817407,1985,25,1.80,0.75,77,1.00,Q4,0.90,A2,[23001011042P0],1,cluster1
58694,1,[43179],5817418,2019,25,0.85,0.50,42,0.50,Q2,0.50,B1,[23001011042P0],1,cluster1
58702,1,[35099],5823918,2009,25,0.62,0.50,58,0.75,Q3,0.90,A2,[23001011001P1],1,cluster1
58715,1,[35099],5823954,2005,25,0.96,0.75,42,0.50,Q2,0.80,A3,[23001011001P1],1,cluster1
58744,1,[35099],5824050,2013,25,0.68,0.50,42,0.50,Q2,0.80,A3,[23001011001P1],1,cluster1
58757,1,[46790],5824404,2015,25,6.14,1.00,99,1.00,Q4,1.00,A1,[23001011007P0-23001011080P9],2,cluster1
58761,2,[56660-90750],5827451,2013,25,1.62,0.75,61,0.75,Q3,0.90,A2,[23001011011P7],1,cluster1
58787,2,[35188-78189],5838387,2015,25,0.86,0.50,51,0.75,Q3,0.50,B1,[23001011061P4],1,cluster1
58794,1,[35188],5838396,2006,25,0.96,0.75,57,0.75,Q3,0.70,A4,[23001011061P4],1,cluster1
58950,1,[91522],5840790,2017,25,2.16,1.00,70,0.75,Q3,0.80,A3,[23001011008P6],1,cluster1
58970,1,[35218],5845866,2014,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3],1,cluster1
58973,1,[35218],5845870,2009,25,0.96,0.75,57,0.75,Q3,0.70,A4,[23001011012P3],1,cluster1
59011,2,[78438-87453],5848541,2013,25,5.24,1.00,86,1.00,Q4,1.00,A1,[23001011054P8-23001011170P8],2,cluster1
59012,1,[78438],5848552,2010,25,5.63,1.00,93,1.00,Q4,1.00,A1,[23001011054P8],1,cluster1
59079,2,[52354-81471],5857336,2014,25,3.29,1.00,79,1.00,Q4,0.90,A2,[22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011170P8],5,cluster1
59090,1,[91647],5859506,2008,25,4.43,1.00,87,1.00,Q4,0.90,A2,[23001011020P6],1,cluster1
59091,1,[41661],5860047,2004,25,2.82,1.00,91,1.00,Q4,0.80,A3,[23001011170P8],1,cluster1
59092,1,[41661],5860075,2001,25,2.83,1.00,78,1.00,Q4,0.90,A2,[23001011170P8],1,cluster1
59093,1,[41661],5860079,2001,25,2.70,1.00,80,1.00,Q4,1.00,A1,[23001011170P8],1,cluster1
59094,1,[41661],5860157,2000,25,0.98,0.75,40,0.50,Q2,0.70,A4,[23001011170P8],1,cluster1
59104,1,[38990],5865271,2018,25,3.34,1.00,85,1.00,Q4,1.00,A1,[23001011012P3-23001011041P3],2,cluster1
59106,1,[42979],5865351,2013,25,2.54,1.00,56,0.75,Q3,0.70,A4,[23001011041P3],1,cluster1
59155,1,[35355],5867160,1997,25,1.86,0.75,64,0.75,Q3,0.00,C/NI/NP,[23001011012P3],1,cluster1
59167,4,[35379-46564-70509-70662],5871711,2018,25,2.45,1.00,77,0.75,Q3,0.80,A3,[22003010017P5-23001011031P8-23001011040P7-23001011047P1-23001011063P7-23001011075P5],6,cluster1
59176,2,[35379-86107],5871722,2018,25,1.46,0.75,61,0.75,Q3,0.50,B1,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
59177,1,[35379],5871725,2006,25,2.82,1.00,66,0.75,Q3,0.90,A2,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
59178,1,[35379],5871726,2017,25,0.69,0.50,38,0.50,Q2,0.50,B1,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
59192,1,[35379],5871749,2008,25,2.49,1.00,86,1.00,Q4,0.80,A3,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
59198,5,[31354-35379-61795-70662-86107],5871756,2019,25,1.09,0.75,48,0.50,Q2,0.50,B1,[22001018074P6-22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011040P7-23001011047P1-23001011075P5],8,cluster1
59203,1,[35379],5871767,2016,25,4.04,1.00,90,1.00,Q4,1.00,A1,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
59217,1,[35379],5871787,2004,25,0.92,0.75,50,0.75,Q3,0.50,B1,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
59243,5,[35379-48132-50152-86889-89647],5871827,2018,25,4.32,1.00,92,1.00,Q4,0.90,A2,[22003010017P5-23001011031P8-23001011035P3-23001011040P7-23001011047P1-23001011070P3-23001011075P5],7,cluster1
59248,4,[35379-41450-61795-86107],5871835,2017,25,3.25,1.00,79,1.00,Q4,0.80,A3,[22001018074P6-22003010017P5-23001011020P6-23001011031P8-23001011036P0-23001011040P7-23001011047P1-23001011075P5-23001011170P8],9,cluster1
59249,1,[35379],5871837,2005,25,1.05,0.75,48,0.50,Q2,0.00,C/NI/NP,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
59263,1,[35379],5871861,2009,25,3.67,1.00,82,1.00,Q4,0.90,A2,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
59276,2,[35379-52350],5871879,2003,25,2.82,1.00,66,0.75,Q3,0.90,A2,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
59278,1,[35379],5871881,2004,25,2.78,1.00,67,0.75,Q3,0.80,A3,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
59279,1,[35379],5871883,2018,25,1.35,0.75,83,1.00,Q4,0.80,A3,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
59281,1,[35379],5871887,2015,25,2.15,1.00,85,1.00,Q4,0.90,A2,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
59302,1,[35379],5871917,2005,25,1.05,0.75,48,0.50,Q2,0.00,C/NI/NP,[23001011031P8-23001011040P7-23001011047P1-23001011075P5],4,cluster1
59309,3,[35428-56625-80711],5879466,2017,25,1.52,0.75,83,1.00,Q4,0.80,A3,[23001011007P0-23001011056P0],2,cluster1
59313,1,[57290],5881810,2007,25,2.44,1.00,65,0.75,Q3,0.80,A3,[23001011054P8],1,cluster1
59314,1,[61871],5883987,2013,25,2.92,1.00,69,0.75,Q3,0.90,A2,[23001011041P3],1,cluster1
59317,3,[55432-59148-90736],5884669,2014,25,2.00,0.75,81,1.00,Q4,0.80,A3,[23001011010P0-33283010001P5],2,cluster1
59318,2,[55432-59148],5884679,2009,25,1.51,0.75,51,0.50,Q2,0.50,B1,[23001011010P0-33283010001P5],2,cluster1
59319,1,[75921],5884699,2011,25,2.00,0.75,81,1.00,Q4,0.80,A3,[23001011054P8],1,cluster1
59320,1,[76401],5884986,2018,25,0.88,0.50,49,0.50,Q2,0.80,A3,[23001011050P2],1,cluster1
59346,1,[86486],5890205,2019,25,6.12,1.00,97,1.00,Q4,1.00,A1,[23001011012P3],1,cluster1
59349,1,[86278],5892680,2015,25,0.95,0.75,42,0.50,Q2,1.00,A1,[23001011025P8-23001011174P3],2,cluster1
